seiban,fX,fY,prefectures
SN1729：横山産業（株）　川口第二工場：BP他社プラント　DASH-Hyper-275 DSH-275　ADV,139.72639,35.82827,11埼玉県
SN1520：横山産業（株）　川口第一工場：BP他社プラント　200N-330ミキサ入替　ADV,139.74286,35.79156,11埼玉県
SN1332：関東コンクリート（株）　東京工場：BP他社プラント　DSF-330　TRI,139.84825,35.80061,11埼玉県
SN1337：首都圏コンクリート（株）：BP他社プラント　ＤＳＦ－３３０　ミキサ単品,139.78084,35.81543,11埼玉県
SN1390：（有）東所沢建材：BP他社プラント　操作盤入替・スーパーマルチ他改造　CTB　SMS,139.52232,35.80478,11埼玉県
SN1408：埼玉太平洋生コン（株）　東松山工場：BP他社プラント　DASH-200N-275、G・S・C計量器入替　200N-275,139.35387,36.03237,11埼玉県
SN0908：柳下生コン（株）：BP他社プラント　ＤＳＦ－６００,139.62186,35.78445,11埼玉県
SN-863：関東宇部コンクリート工業（株）　入間工場：BP他社プラント　スーパーａｘｃ３　骨材受入,139.36227,35.79273,11埼玉県
SN-865：横山産業（株）　大和工場：BP他社プラント,139.61826,35.77964,11埼玉県
SN1846：大宮生コン（株）　栗橋工場：BP他社プラント　DASH-Hyper-275 DSH-275,139.71126,36.12846,11埼玉県
ZZ0633：ヤマカ建材工業（株）　稲毛工場：BP他社プラント,140.11398,35.65921,12千葉県
SN1960：鎌形建材（株）：BP他社プラント　DSH-130,140.60655,35.84797,12千葉県
SN1924：ライト工業（株）　施工技術本部Ｒ＆Ｄセンター：FSF-500,139.92737,35.70786,12千葉県
SB2211：（有）田中建商　船橋工場：Ⅱ－１０Ｐ－１５０Ｐ－７Ｔ　ＩＴＢＪ,140.02022,35.72144,12千葉県
KB0069：（株）多摩　成田工場：BP他社プラント,140.33493,35.7444,12千葉県
ZZ2892：（株）香取：BP他社プラント,140.04459,35.6745,12千葉県
ZB0117：壽生コン（株）　新港工場：BP他社プラント,140.07512,35.60949,12千葉県
SN1244：東邦レミコン（株）　千葉工場：BP他社プラント　ＤＳＦ－２７５　ＳＩＴＢ,140.12047,35.70618,12千葉県
SN1170：（有）田中建商　千葉工場：BP他社プラント　排水処理用攪拌装置(購入品)入替,140.17896,35.6329,12千葉県
SN1264：船橋レミコン（株）　第二工場：BP他社プラント　ＤＳＦ－３３０　ミキサ入替,140.06419,35.77251,12千葉県
SB2852：（株）マジマ生コン：ＤＡＳＨ－２７５Ｃ２－ＶＭ　TRIU,139.93652,35.70706,12千葉県
SN1154：（有）大久保建材店：BP他社プラント　FSF-500　ITBJ,139.92682,35.73516,12千葉県
SB6560：（有）富山生コン：Ｓ４Ｓ－１００Ｐ－５Ｔ　CTBⅡ,139.87274,35.09369,12千葉県
SB6700：千和屋建材（株）：Ｔ－ＴＯＭ－５０Ｐ　CTB,140.7682,35.76135,12千葉県
SB6789：（株）高橋土木建材：Ｓ４Ｐｊ－１００Ｐ－５Ｔ,140.0388,35.77321,12千葉県
SB6818：（株）小川屋金物店：Ｔ－ＴＯＭ－５０Ｐ,140.43971,35.53426,12千葉県
SB6887：（株）太陽建商：ＳＤ－５０Ｐ－５Ｔ CTBⅡ,140.4729,35.86615,12千葉県
SN1421：野田生コン（株）：BP他社プラント　操作盤・SL-F・入替　TRI,139.8941,35.94646,12千葉県
SN1455：（株）カツ山建材：BP他社プラント　DSF-167入替　ITBP,140.01489,35.75006,12千葉県
SN1498：明治生コンクリート（株）：BP他社プラント　200N-330・操作盤入替工事　ITBP,140.37953,35.5718,12千葉県
ZZ2912：千葉宇部コンクリート工業（株）　新港工場：BP他社プラント,140.07532,35.61363,12千葉県
KB0018：松戸生コンクリート（株）　松戸工場：BP他社プラント（北川製）,139.89444,35.81399,12千葉県
KB0024：（有）田中建商　本社・野田工場：BP他社プラント（Ｋ＆Ｋ）,139.86766,35.93399,12千葉県
KB0025：（有）実川建材：BP他社プラント,139.97746,35.73376,12千葉県
SB7026：（有）タカギ：ＳＳ－５０Ｐ－５,140.62082,35.82609,12千葉県
SB7042：成田国際空港（株）：Ｓ２Ⅶ－２００Ｐ－７Ｔ,140.38603,35.77369,12千葉県
SN1553：（有）ビィ・エム・アイ：中和装置PB-03-RR,140.34743,35.46849,12千葉県
SB3149：（株）ツチサカ　関宿工場：カウンターウェイト製造プラント　ITBP,139.79236,36.07153,12千葉県
SN1590：船橋レミコン（株）　第一工場：BP他社プラント　垂直フレックスベルトコンベヤ　DSH-330　TRIU,139.96967,35.69996,12千葉県
SN-655：川崎重工業（株）：ＧＴＭ－３,140.13196,35.72677,12千葉県
ZZ2897：京葉アサノコンクリート（株）　八千代工場：BP他社プラント,140.12918,35.72719,12千葉県
SB3261：小澤商事（株）　成田生コンクリート工場：DASH-H275EvoⅢ090H-ADV,140.33971,35.77789,12千葉県
ZZ2595：小笠原建材金物店：BP他社プラント,140.16595,35.8238,12千葉県
KB0027：（有）エコ開発：BP他社プラント,140.06111,35.74193,12千葉県
SN1724：小林建材（株）：BP他社プラント　DASH-Hyper-167 DSH-167,139.99132,35.77525,12千葉県
ZZ0580：一宮宇部コンクリート（株）：BP他社プラント,140.37398,35.39085,12千葉県
ZZ0581：（有）我孫子生コン鈴木建材：BP他社プラント,139.99409,35.88023,12千葉県
ZZ0582：小野塚コンクリート：BP他社プラント,140.06938,35.76796,12千葉県
ZZ0583：鴨川生コン（株）　鴨川工場：BP他社プラント,140.07426,35.11757,12千葉県
ZZ0584：関東生コン（株）：BP他社プラント,140.4929,35.6664,12千葉県
ZZ0585：鴨川生コン（株）　大多喜工場：BP他社プラント,140.2458,35.28941,12千葉県
ZZ0578：（株）林長：BP他社プラント,140.65855,35.84578,12千葉県
ZZ0560：（株）丸政建材：BP他社プラント,139.89021,35.66091,12千葉県
KB0066：房南興業建材（株） 大戸工場：BP他社プラント,139.87584,34.97309,12千葉県
ZZ0562：（有）大木商店：BP他社プラント,139.96513,35.7535,12千葉県
ZZ0563：（有）福田商店　流山工場：BP他社プラント,139.93614,35.85546,12千葉県
ZZ0564：（株）内山アドバンス　柏工場：BP他社プラント,139.96185,35.85383,12千葉県
ZZ0565：（有）藤田建材店：BP他社プラント,139.92101,35.86022,12千葉県
ZZ0566：（株）内山アドバンス　花見川工場：BP他社プラント,140.1113,35.68609,12千葉県
ZZ0579：内山北総レミコン（株）：BP他社プラント,140.17726,35.84578,12千葉県
KB0031：館山生コン（株）　館山工場：BP他社プラント,139.87798,34.95969,12千葉県
ZZ0589：（有）近藤コンクリート：BP他社プラント,139.94511,35.4191,12千葉県
ZZ0590：三協レミコン（株）：BP他社プラント,140.28612,35.41669,12千葉県
ZZ0591：京葉アサノコンクリート（株）　千葉工場：BP他社プラント,140.11604,35.54717,12千葉県
ZZ0592：松戸生コンクリート（株）　常磐工場　A：BP他社プラント,139.92528,35.77962,12千葉県
ZZ0593：ミズホ生コン（株）：BP他社プラント,139.98828,35.26772,12千葉県
ZZ0567：（株）内山アドバンス　千葉工場：BP他社プラント,140.07755,35.61254,12千葉県
ZZ0568：（株）ヤマセ建材　ヤマセ生コン工場：BP他社プラント,140.21463,35.54753,12千葉県
ZZ0569：ヤマカ建材工業（株）　千葉工場：BP他社プラント,140.1909,35.58091,12千葉県
ZZ0570：金子建材（株）：BP他社プラント,139.92465,35.69662,12千葉県
ZZ0571：ヤマカ建材工業（株）　袖ケ浦工場：BP他社プラント,140.03308,35.40914,12千葉県
ZZ0572：小澤商事（株）　袖ヶ浦宇部生コンクリート工場：BP他社プラント,139.9847,35.44535,12千葉県
ZZ0573：ヤマカ建材工業（株）　市原工場：BP他社プラント,140.0345,35.47838,12千葉県
KB0043：（有）宮内建材：BP他社プラント,140.13947,35.84754,12千葉県
ZZ0575：（有）佐山：BP他社プラント,140.40947,35.49702,12千葉県
ZZ0576：（株）小泉産業　工場：BP他社プラント,140.1656,35.73127,12千葉県
ZZ0546：（株）庄司生コン：BP他社プラント,139.98245,35.0233,12千葉県
ZZ0547：（有）相田商店：BP他社プラント,139.94977,35.91423,12千葉県
ZZ0548：（有）柴田建材：BP他社プラント,139.81903,36.02422,12千葉県
ZZ0549：印旛菱光（株）：BP他社プラント,140.16933,35.76695,12千葉県
ZZ0550：（有）東勝建材：BP他社プラント,139.99152,35.72441,12千葉県
ZZ0551：（有）伊藤建材：BP他社プラント,139.96947,35.78054,12千葉県
ZZ0552：千葉菱光（株）　新港工場：BP他社プラント,140.07512,35.60949,12千葉県
ZZ0553：（株）安藤産業：BP他社プラント,140.47119,35.74123,12千葉県
ZZ0554：（有）田口建設資材：BP他社プラント,140.09372,35.86473,12千葉県
ZZ0555：（株）内山アドバンス　浦安第一工場：BP他社プラント,139.90482,35.66391,12千葉県
ZZ0557：（株）内山アドバンス　中央技術研究所：BP他社プラント,139.89214,35.65133,12千葉県
ZZ0558：丸高建材興業（有）：BP他社プラント,140.31223,35.16206,12千葉県
ZZ0559：大利根建材（株）：BP他社プラント,139.92917,35.82196,12千葉県
ZZ0595：東邦レミコン（株）　八街工場：BP他社プラント,140.33112,35.66074,12千葉県
ZZ0596：（有）長谷川コンクリート：BP他社プラント,140.00348,35.41624,12千葉県
ZZ0597：八日市場宇部生コンクリート（株）：BP他社プラント,140.57147,35.70934,12千葉県
ZZ0598：旭明治生コンクリート（株）：BP他社プラント,140.68019,35.7181,12千葉県
ZZ0599：アサヒ生コン（株）：BP他社プラント,139.94432,35.42364,12千葉県
ZZ0600：ヤスミ生コン（株）：BP他社プラント,140.09383,35.31827,12千葉県
SN1707：船橋レミコン（株）　北千葉工場：BP他社プラント　DSH-330入替,140.28249,35.72581,12千葉県
KB0034：（株）内山アドバンス　浦安工場 B：BP他社プラント,139.90482,35.66391,12千葉県
ZZ2230：（株）内山アドバンス　千葉工場 B：BP他社プラント,140.07755,35.61254,12千葉県
ZZ2231：竹石産業（株）　市川再生生コン工場（操業停止中）：BP他社プラント,139.90903,35.73185,12千葉県
ZZ2232：成田エスオーシー（株）　工場（操業停止中）：BP他社プラント,140.3219,35.77785,12千葉県
ZZ2233：松戸生コンクリート（株）　常磐工場　B：BP他社プラント,139.92528,35.77962,12千葉県
ZZ2234：（有）山田興業　工場：BP他社プラント,139.9698,35.39637,12千葉県
ZZ2235：八日市場宇部生コンクリート（株）　茂原工場（操業停止中）：BP他社プラント,140.32278,35.39705,12千葉県
SB2934：鈴木建材（株）：ＤＡＳＨ－１１０Ａ－ＩＴＢ SITB,140.06424,35.79791,12千葉県
SB2256：吉田建材（株）　船橋工場：Ⅱ－１０Ｐ－２００Ｐ－７　ＩＴＢ　ADV,140.00916,35.73186,12千葉県
SB2976：小幡建材（株）：DASH-225EvoⅡL-ITB　ＳＩＴＢ,140.37105,35.79901,12千葉県
SN0129：共立生コンクリート（株）：BP他社プラント　ＤＳＦ－２７５－ＩＴＢ　ＳＩＴＢ,139.9454,35.86157,12千葉県
SB2284：木村屋金物建材（株）：Ⅲ－１２Ｐ－２００Ｐ－７ｔ　TRI,140.49202,35.64687,12千葉県
SB2311：佐倉エスオーシー（株）：Ⅳ－２０Ｐ－３００Ｐ－８　 DSH-330 ＩＴＢ TRIU,140.25624,35.7104,12千葉県
SN0406：（有）ユアサ建商：BP他社プラント　ＳＦ－１５００他　ＤＡＳＨ－１７５－ＩＴＢＪ,140.17699,35.61892,12千葉県
SB2898：北柏建材（有）：ＤＡＳＨ－２２５Ｂ１－Ｖ２　ITBP　ADV,139.98514,35.87389,12千葉県
SB2696：（有）越川建材：ＲＡＩ－５ＦⅡ－１００Ｐ－５Ｔ,140.70094,35.7604,12千葉県
SB2697：東京エスオーシー（株）　市川工場：ＲＡⅤ－２０Ｓ－３００Ｐ－８Ｔ　ＳＩＴＢ,139.95871,35.68586,12千葉県
SB1200：泉水建材（株）：ＢＰＵ－３６１Ａ　ＩＴＢ 200N-125　ADV,140.12563,35.47106,12千葉県
SN1432：（株）丸昭建材：BP他社プラント　粉分級装置（クラッシファイア）,139.9463,35.88168,12千葉県
SN1524：木村屋金物建材（株）　八日市場工場：BP他社プラント　中和装置,140.54547,35.70082,12千葉県
SB2532：（株）トクヤマエムテック：ＲＡⅢ－１２ＦＳ－５６Ｓ　他社ミキサ　ITBR,139.95805,35.44463,12千葉県
SN1382：丸源起業（株）：脱水固化リサイクルシステムGEO-TOM-10,140.47136,35.67603,12千葉県
SN1391：板橋建材（株）：BP他社プラント　操作盤入替　ITBP,139.95363,35.75587,12千葉県
ZZ2952：市川菱光（株）　本社工場：BP他社プラント,139.94804,35.68669,12千葉県
SB8810：首都圏リサイクル工業（株）：連続泥土混練装置ＧＴＭ－５０,139.94482,35.69034,12千葉県
SB7092：成田国際空港（株）：Ｓ２ＶⅡ－２００Ｐ－７Ｔ　ITBR,140.38603,35.77369,12千葉県
SN0744：三好生コンクリート（株）：BP他社プラント　ＦＳＦ－３０００　ADV,139.86475,35.34454,12千葉県
SN0864：関東宇部コンクリート工業（株）　浦安工場：BP他社プラント　NewSL-Fuzic　骨材受入システム入替,139.90482,35.66391,12千葉県
SN0891：（有）鈴喜屋建材　市川工場：BP他社プラント　操作盤入替　DSF-330　ITBP,139.93652,35.70706,12千葉県
ZZ2896：京葉アサノコンクリート（株）　船橋工場：BP他社プラント,139.97902,35.68428,12千葉県
XX6306：（有）丸和建材社　富士山工場：チャッピー,139.88678,35.24918,12千葉県
SN1831：宮松城南（株）：BP他社プラント　骨材受入ベルコン入替工事　TRIU,139.76791,35.57778,13東京都
ZZ0660：三洋コンクリート工業（株）：BP他社プラント,139.25656,34.37714,13東京都
ZZ0669：城北小野田レミコン（株）：BP他社プラント,139.75436,35.76152,13東京都
ZZ0662：武蔵菱光コンクリート（株）　調布工場：BP他社プラント,139.53181,35.64935,13東京都
ZZ0663：上陽レミコン（株） 東京工場：BP他社プラント,139.82896,35.65968,13東京都
ZZ0666：内山コンクリート工業（株）　港南工場：BP他社プラント,139.75673,35.62684,13東京都
ZZ0642：（株）戸越建材：BP他社プラント,139.71523,35.61225,13東京都
ZZ0644：五十鈴建材（株）：BP他社プラント,139.49309,35.76349,13東京都
ZZ0645：河島建材（株）：BP他社プラント,139.65393,35.78299,13東京都
ZZ0646：二見建材興業（有）：BP他社プラント,139.40929,35.68928,13東京都
ZZ0647：（株）高昭産業：BP他社プラント,139.74605,35.57281,13東京都
ZZ0648：（有）進藤建材店：BP他社プラント,139.50899,35.6403,13東京都
ZZ0649：間野建材（有）：BP他社プラント,139.46629,35.75753,13東京都
ZZ0650：（有）都南生コンクリート：BP他社プラント,139.30077,35.67153,13東京都
ZB0132：多幸生コン（株）　プラント：BP他社プラント（北川鉄工製）,139.14449,34.20672,13東京都
ZZ0652：晴海小野田レミコン（株）：BP他社プラント,139.80057,35.63447,13東京都
ZZ0653：日興レミコン（株）：BP他社プラント,139.47076,35.73363,13東京都
ZZ0654：日立コンクリート（株）　新砂工場：BP他社プラント,139.82896,35.65968,13東京都
ZZ0641：浅田興業（株）：BP他社プラント,139.39157,35.69064,13東京都
ZZ0656：内山城南コンクリート工業（株）：BP他社プラント,139.76791,35.57778,13東京都
ZZ0657：むさしの生コン（株）　横田工場：BP他社プラント,139.37767,35.73737,13東京都
ZZ0659：むさしの生コン（株）　調布工場：BP他社プラント,139.56381,35.65973,13東京都
SB3227：東京コンクリート（株）　砂町工場：DASH-H275RAⅤ275(t)-TRIU　DSH-275,139.82132,35.66546,13東京都
SB2215：アサノコンクリート（株）　品川工場：ＲＡⅣ－２６Ｐ－３００Ｐ－１０　DSF-330 SITB　Ａ号プラント,139.75606,35.63284,13東京都
SB2216：アサノコンクリート（株）　品川工場：ＲＡⅣ－２６Ｐ－３００Ｐ－１０　DSF-330 SITB　B号プラント,139.75606,35.63284,13東京都
SN1982：令和共同生コン（株）：BP他社プラント　DSF-275 TRINITY Ultimate移設　TRIU,139.34595,35.70084,13東京都
SB2466：土方建材（株）：Ⅱ-10PⅡ-225P-7T 200N-275　ＳＩＴＢ　ITBF,139.40797,35.66221,13東京都
SB1330：竹村セメント（株）：ＢＰＵ－２５０ＰＣＬ　TRIU　DSF275　DSH275,139.84419,35.69978,13東京都
SB6865：朝日建設（株）：Ｓｄ－５０Ｐ－５Ｔ,139.1485,35.81846,13東京都
SN1266：西東京生コンクリート（株）：BP他社プラント（Ｋ＆ｋ）　受材設備入替工事,139.35602,35.65235,13東京都
SB2751：堀川建材工業（株）　Ｋ＆Ｈ生コン若州工場：ＮＲＡⅡ－１０ＶＴ－３００Ｐ　ＳＩＴＢ　ADV,139.83192,35.63023,13東京都
SB2805：神山生コン（株）　東村山本社工場：ＳＲＡⅣ－１８ＶＭ－３００Ｐ　ＤＳＦ－２７５　TRI,139.49335,35.75721,13東京都
SN1140：（株）ユニテック　生コン工場：BP他社プラント　ミキサ単品（ＤＳＦ－１７５）,139.77589,35.80167,13東京都
SN1141：（株）ファノス　城南島工場 光コンクリート：BP他社プラント　NSL,139.783,35.57916,13東京都
SB6710：鹿島道路（株）　羽田エプロンＪＶ：Ｓ２ｄ－２００Ｐ－５Ｔ,139.79227,35.54332,13東京都
SB6744：三宅島建設工業（株）　御蔵島工場：Ｓｄ－１００Ｐ－５Ｔ,139.59601,33.89716,13東京都
SB6807：利島建設（株）：Ｓｄ－１００Ｐ－５Ｔ　CTB,139.28258,34.52935,13東京都
SB6962：三宅島建設工業（株）　生コンクリート工場：Ｓ４ＦⅡ－１００Ｐ－５Ｔ　ITBP,139.49651,34.06475,13東京都
SN-776：東京エスオーシー（株）　芝浦工場：BP他社プラント　DSH-600 TRIU,139.75606,35.63284,13東京都
SN-991：関東宇部コンクリート工業（株）　府中工場：BP他社プラント　SL-Fuzic　SITB,139.44115,35.6626,13東京都
SN1379：山田建設（株）　生コン工場：BP他社プラント　ミキサ入替　TRI　（KB0011）　200N-167,139.36011,34.74487,13東京都
SB2911：関東宇部コンクリート工業（株）　大井工場：ＤＡＳＨ－３３０－ＩＴＢ　Ａプラント,139.76791,35.57778,13東京都
SB2912：昭和エスオーシー（株）　府中工場：ＤＡＳＨ－３３０Ｃ２－ＩＴＢ,139.49367,35.65885,13東京都
SB2917：鈴木コンクリート工業（株）　 生コン工場：ＤＡＳＨ－２２５Ｂ２－ＩＴＢ　ADV,139.68668,35.79107,13東京都
SB2920：（株）高浜生コン　新木場工場：ＤＡＳＨ－３３０Ｃ２－ＩＴＢ　TRIU 200N-330,139.83911,35.64355,13東京都
SB2933：東京コンクリート（株）　久留米工場：ＤＡＳＨ－３３０ＲＡ４－ＩＴＢ　ＳＩＴＢ,139.50102,35.75524,13東京都
SB2937：東京湾岸産業（株）：ＤＡＳＨ－３３０－ＩＴＢ　ＳＩＴＢ　ビル式,139.76315,35.5731,13東京都
SN0154：アサノコンクリート（株）　深川工場：BP他社プラント　DASH-330RA4-ITB　DSF-330 SITB,139.79324,35.68071,13東京都
SN0306：アサノコンクリート（株）　浮間工場：BP他社プラント　SF-3000　DSF-330 SITB,139.70731,35.78968,13東京都
SB2981：（株）東京テクノ：DASH-330C2-ITB　ＳＩＴＢ　ITBF,139.44246,35.60817,13東京都
SN0716：稲城レミックス（株）：BP他社プラント　ＳＩＴＢ　ADV,139.48172,35.64982,13東京都
SN0847：（株）トウザキ　生コン工場：BP他社プラント　ＤＳＦ－３３０　ＳＩＴＢ　ADV,139.88565,35.70773,13東京都
SN1004：石川生コン（株）　生コン工場：BP他社プラント　ＳＬ－Ｆｕｚｉｃ/ａｘ　200N-275　TRI　DSH-275,139.86578,35.74606,13東京都
SB3142：（株）大角：DASH-N330EvoⅢ-150R-TRI　200N-330,139.68605,35.62359,13東京都
SN1089：桐生レミコン（株）　大井工場：BP他社プラント（日本建機）　ミキサ・操作盤入替  DSF-600 SITB,139.76791,35.57778,13東京都
SB6554：井口建材工業（有）：Ｓ４ｄ－１００Ｐ－５Ｔ　TRI,139.55051,35.71648,13東京都
SN1041：小野建材工業（株）　生コン工場：BP他社プラント　ＤＳＦ－１７５　VCF-Ⅱ操作盤入替　CTF,139.83739,35.71258,13東京都
SN1047：宍戸コンクリート工業（株）　本社工場：BP他社プラント　操作盤入替（ＩＴＢ）　DSF-330　ADV,139.59515,35.66743,13東京都
SN1062：関東宇部コンクリート工業（株）　大井工場：BP他社プラント　操作盤入替　ＩＴＢ　Ｂプラント,139.76791,35.57778,13東京都
SN1137：河島コンクリート工業（株） 新河岸工場：BP他社プラント　クーリング設備　200N-330　TRI,139.67026,35.79479,13東京都
SN1175：水落建材（株）：BP他社プラント　it's-BJr操作盤入替他　ITBJ　200N-100,139.6631,35.65037,13東京都
SN1178：高橋建材（株）：BP他社プラント　DSF-225　骨材供給装置改造 ＳＩＴＢ　ADV,139.6825,35.64038,13東京都
ZZ2893：（有）三友コンクリート　稲城工場：BP他社プラント,139.50502,35.64219,13東京都
ZZ2881：（株）宮川工務店：BP他社プラント,139.25484,34.37678,13東京都
ZZ2874：大昌建設（株）：BP他社プラント,139.39317,34.78927,13東京都
ZZ2873：（株）関口建材店：BP他社プラント,139.65941,35.7596,13東京都
ZZ2875：（有）高橋商店：BP他社プラント,139.63322,35.63025,13東京都
ZZ2876：中島商事（有）：BP他社プラント,139.70596,35.61056,13東京都
ZZ2879：平光建設（株）：BP他社プラント,139.79843,33.12565,13東京都
KB0048：宗仲生コンクリート（株）：BP他社プラント,139.46007,35.68543,13東京都
ZZ2878：（株）西野建材：BP他社プラント,139.81506,35.8022,13東京都
ZZ2883：師岡建材（株）：BP他社プラント,139.30679,35.79425,13東京都
ZZ2884：（株）リバスター　本社工場：BP他社プラント,139.66835,35.7336,13東京都
ZZ2877：（株）中村建材工業：BP他社プラント,139.28011,35.7368,13東京都
SN1605：芹澤建材（株）：BP他社プラント　DASH-200N-275,139.60365,35.75808,13東京都
SN1658：都屋建材（株）：BP他社プラント　DASH-200N-100　200N-100,139.52057,35.74796,13東京都
SB7065：杉田建設（株）　父島プラント：ＳＳｂⅡ－５０Ｐ－５Ｔ CTB,142.20961,27.07124,13東京都
SB3183：東京トクヤマコンクリート（株）　東京工場：DASH-450RAⅣ　TRIU　DSF-450,139.83192,35.63023,13東京都
SN-518：前田・地崎・三菱・大木共同企業体地下鉄１２号線勘定部清澄作業所：ＧＥＯ－ＴＯＭ－１００Ｘ２基,139.79926,35.68031,13東京都
SN-534：清水建設（株）　技術研究所：ＳＦ－１００、テストミキサー,139.79729,35.66232,13東京都
SN-641：（株）東京菱光コンクリート　品川工場：BP他社プラント　ＳＬファジック,139.75606,35.63284,13東京都
X01702：（株）セイア　東京支店：BPユーザ,139.74049,35.684,13東京都
SB7143：杉田建設（株）　母島プラント：STBⅡ-50P-5T　CTBⅡ,142.15576,26.66013,13東京都
ZZ2608：（有）増島建材工業：BP他社プラント,139.62349,35.75079,13東京都
ZZ2609：松田建材（株）：BP他社プラント,139.38208,35.74385,13東京都
ZZ2610：山一興産（株）　江戸川工場：BP他社プラント,139.9032,35.70272,13東京都
ZZ2597：愛知金物建材（株）：BP他社プラント,139.41803,35.57455,13東京都
ZZ2598：（有）池田屋：BP他社プラント,139.3235,35.60529,13東京都
ZZ2599：（有）石川建材店：BP他社プラント,139.42564,35.56399,13東京都
ZZ2600：（株）坂本実業：BP他社プラント,139.32018,35.64383,13東京都
ZZ2601：（株）真尾商店：BP他社プラント,139.30209,35.66522,13東京都
ZZ2602：柴田建材：BP他社プラント,139.24237,35.78462,13東京都
ZZ2871：（有）鹿島商会：BP他社プラント,139.67534,35.76627,13東京都
ZZ2603：竹正建材：BP他社プラント,139.4995,35.67472,13東京都
ZZ2604：多摩建材（株）：BP他社プラント,139.37318,35.64176,13東京都
ZZ2605：東京建設廃材処理協同組合：BP他社プラント,139.85863,35.64947,13東京都
ZZ2606：（株）長谷川商店：BP他社プラント,139.74254,35.72948,13東京都
ZZ2607：（有）林建材店：BP他社プラント,139.44357,35.56502,13東京都
ZZ2869：（有）岩崎建材店：BP他社プラント,139.46701,35.74823,13東京都
ZZ2872：（株）川端建材：BP他社プラント,139.62498,35.63848,13東京都
ZZ2868：赤間建設（株）：BP他社プラント,139.79843,33.12565,13東京都
ZZ2880：前抗建設（株）：BP他社プラント,139.25656,34.37714,13東京都
ZZ2870：（有）小沢建材：BP他社プラント,139.26711,35.74571,13東京都
ZZ1996：（株）サカタ：BP他社プラント,139.65376,35.59809,13東京都
SN1790：（有）藤岩商店：BP他社プラント　DSH-167,139.75653,35.80923,13東京都
ZZ2237：（株）梶野組　工場（操業停止中）：BP他社プラント,139.25656,34.37714,13東京都
ZZ2238：関東宇部コンクリート工業（株）　東京・玉川支社：BP他社プラント,139.72581,35.6206,13東京都
ZZ2239：関東宇部コンクリート工業（株）　三多摩・神奈川支社：BP他社プラント,139.44115,35.6626,13東京都
ZZ2240：関東宇部コンクリート工業（株）　技術センター：BP他社プラント,139.79977,35.65243,13東京都
ZZ2241：日本強力コンクリート工業（株）　若洲工場 B：BP他社プラント,139.83192,35.63023,13東京都
ZZ2242：（株）平善　建材工場：BP他社プラント,139.49651,34.06475,13東京都
ZZ2243：（有）堀辺建材店　高幡工場：BP他社プラント,139.412,35.663,13東京都
ZZ2244：（株）凜建材　生コン工場：BP他社プラント,139.54529,34.07027,13東京都
SN1884：東洋建設（株）　関東支店：宇部三菱セメント（株）千葉SS向セメント荷揚げ用配管工事,139.77708,35.61745,13東京都
SB7149：三宅島建設工業（株）　御蔵島工場：STB-100P-5T,139.59601,33.89716,13東京都
SB2323：宮松エスオーシー（株）　りんかい工場：RAI-9PBⅡ-150P-6T　本体のみ　(スズヤコンクリートSB2323移設),139.77444,35.58048,13東京都
SB2719：西多摩コンクリート（株）：ＮＲＡⅢ－１０ＦＸ－２５０Ｐ　ITBF,139.2831,35.73981,13東京都
SN0506：間組・萩中作業所：ＧＥＯ－ＴＯＭ－５０,139.73834,35.54864,13東京都
SB2856：大和生コン（株）：DASH-167B1-VⅡ,139.31238,35.79604,13東京都
SN0405：前田コンクリート工業（株）　新島工場：BP他社プラント　ＳＦ－１０００他 ITBR,139.25691,34.37654,13東京都
SB1451：（株）セイア　東京外環（南行）東名北工事：BPU-330P（貯蔵ビン無し）,139.6019,35.626,13東京都
SN1458：東京コンクリート（株）　砂町工場：BP他社プラント　回収砂解砕装置　日本建機BP　TRIU,139.82132,35.66546,13東京都
SN1488：中央コンクリート（株）　本社工場：BP他社プラント　DASH-200N330ミキサ入替　200N-330,139.90074,35.70302,13東京都
SN1491：芳賀建材工業（株）：BP他社プラント　200Ｎ-150（167）入替工事　200-167　ITBF,139.62282,35.61678,13東京都
SN1499：（株）ティ・アイ・シー：スラッジ受入設備,139.85863,35.64947,13東京都
SB3228：東京湾岸産業（株）：ビル式　DASH-Hｙper-330　TRINITY Ultimate　TRIU　DSH-330,139.76315,35.5731,13東京都
SB3202：東京エスオーシー（株）　芝浦工場：DASH-H330EvoⅣ180R-TRIU　DSH-330,139.75606,35.63284,13東京都
SB3193：弁天丸建設（株）：DASH-H130SA040H-(ITBP)　DSH-130,139.13733,34.2048,13東京都
SN1810：グローバルワークス（株）：DSF-167,139.78487,35.68586,13東京都
SB3258：大沢建材（有）：ビル式　DSH-225　ADV,139.37518,35.65366,13東京都
SN1336：（株）福田建材店：BP他社プラント　Ｐコン及び操作盤 ITBJ,139.28845,35.68106,13東京都
SB7079：鹿島建設（株）　硫黄島工事事務所：ＳＳｂⅡ－１００Ｐ－５Ｔ,141.31978,24.77926,13東京都
SN1319：（株）谷口商店：BP他社プラント　操作盤入替CTB,139.69853,35.73008,13東京都
SB7130：鹿島建設（株）　硫黄島工事事務所：STB-100P-5T　CTB　FSF-1000,141.31978,24.77926,13東京都
SB7095：東京生コン建材（株）：ＳＶⅡ－１６７Ｐ－５ｔ,139.86069,35.78527,13東京都
SB7097：大成・フジタ・白石建設共同企業：ＳＳｂ－１００Ｐ－３Ｔ,139.84891,35.69021,13東京都
