seiban,fX,fY,prefectures
前田道路（株）　岐阜合材工場,136.74831,35.3454,21岐阜県
杉山建設（株）　アスコンセンター,136.65022,35.46448,21岐阜県
飛騨アスコン,137.28871,36.09298,21岐阜県
日章産業（株）　多治見合材工場,137.06909,35.34105,21岐阜県
世紀東急工業（株）　多治見合材工場,137.08951,35.33154,21岐阜県
（株）大三建設　八戸アスコン,141.43886,40.54143,02青森県
日本道路（株）　静岡合材センター,138.64612,35.12601,22静岡県
（株）リサイクル芝川,138.54912,35.2142,22静岡県
花菱建設（株）　松崎工場,138.79874,34.76051,22静岡県
前田道路（株）　富士合材工場,138.71489,35.14763,22静岡県
浜松中央アスコン　前田工場,137.80873,34.75362,22静岡県
共同企業体　静岡つばさアスコン　合材工場,138.28645,34.90392,22静岡県
丸三工業（株）　下田アスファルトプラント,138.93404,34.68124,22静岡県
浜岡アスコン共同企業体,138.16072,34.65317,22静岡県
（株）海野建設,139.08345,34.92998,22静岡県
大林道路（株）　静岡アスファルト混合所,138.39037,35.01842,22静岡県
世紀東急工業（株）　美濃加茂合材工場,137.0661,35.44783,21岐阜県
共同企業体　協和アスコン,137.69658,34.80364,22静岡県
山旺建設工業（株）,138.88692,35.09661,22静岡県
昭和舗道（株）,138.95247,35.00731,22静岡県
菅原建設（株）　アスファルトプラント工場,139.08929,35.02336,22静岡県
共同企業体　静岡つばさアスコン　＊使用不可＊,138.29739,34.92076,22静岡県
西部合材リサイクルセンター協同組合,137.67619,34.75172,22静岡県
セイエン商事（株）　木内アスコン藤枝工場,138.26984,34.86318,22静岡県
大有建設（株）　東部リサイクル センター,138.88074,35.17978,22静岡県
天竜川砂利プラント（協）　アスファルト合材工場,137.81754,34.79202,22静岡県
ＴＯＲＥＫＩ・ＮＩＰＰＯ　ＪＶ,138.38553,34.93409,22静岡県
磐田瀝青舗材共同企業体,137.86902,34.74217,22静岡県
西遠アスコン　（大林道路（株））,137.72694,34.82289,22静岡県
共同企業体　静岡リサイクルセンター,138.13261,34.84382,22静岡県
中遠アスコン（株）,137.98993,34.75623,22静岡県
湖西アスコン共同企業体,137.49184,34.69374,22静岡県
（株）リサイクル御殿場,138.90897,35.26958,22静岡県
（共）掛川アスコン,138.05019,34.74995,22静岡県
（株）加藤工務店　穴田工場,137.10133,35.24779,23愛知県
蒲郡アスコン（株）,137.20828,34.81593,23愛知県
岐建（株）　大府アスファルト合材工場,136.97896,35.03405,23愛知県
中部アスコン,137.05757,35.31774,23愛知県
岡崎アスコン,137.20116,35.00213,23愛知県
名古屋中央アスコン,136.90105,35.08327,23愛知県
鹿島道路（株）　知立リサイクルセンター,137.0488,35.01337,23愛知県
第一アスコン協同組合　岡崎工場,137.1198,34.9315,23愛知県
（株）太啓　豊田合材工場,137.20044,35.13417,23愛知県
大成ロテック（株）　小牧合材工場,136.89897,35.27308,23愛知県
大有建設（株）　大江合材センター,136.91112,35.09191,23愛知県
大有建設（株）　猿投工場,137.18056,35.1704,23愛知県
エーシートヨアケ,137.0042,35.03531,23愛知県
愛知西部アスコン,136.81662,35.06707,23愛知県
東海アスコン（株）　石巻工場,137.46414,34.82771,23愛知県
大有建設（株）　東海工場,136.88866,35.05961,23愛知県
春日井アスコン（株）,136.97408,35.22212,23愛知県
知多舗材（株）　知多合材工場,136.96664,34.99981,23愛知県
豊田アスコン（株）,137.1729,35.15994,23愛知県
（株）アスレック,137.43488,34.79792,23愛知県
（株）服部組　名四センター,136.85867,35.10046,23愛知県
名四アスコン　福田道路（株）,136.82214,35.07491,23愛知県
福田道路（株）　設楽アスコン,137.57317,35.07402,23愛知県
愛豊アスコン,137.36348,34.76662,23愛知県
石橋建設興業（株）　舗装事業部,136.98161,34.89823,23愛知県
前田道路（株）　名古屋合材工場,137.1129,35.13072,23愛知県
前田道路（株）　西名古屋合材工場,136.77174,35.07822,23愛知県
三河アスコン協同組合,137.09171,34.84076,23愛知県
ヤハギ道路（株）　アスコン・リサイクルセンター,137.19608,35.1393,23愛知県
（株）佐藤渡辺　幸田合材工場,137.17087,34.85402,23愛知県
三河舗材（株）　寺津工場,137.00836,34.8413,23愛知県
（株）佐藤渡辺　小牧アスコン,136.95158,35.28523,23愛知県
前田道路（株）　衣浦合材工場,136.96864,34.92767,23愛知県
豊川共同アスコン,137.36505,34.83099,23愛知県
岡崎舗材（株）,137.21379,34.92312,23愛知県
（株）アステック　四日市合材センター,136.56474,34.95243,24三重県
（株）アステック　伊賀上野合材センター,136.21342,34.81793,24三重県
三重中央アスコン共同企業体,136.42615,34.81845,24三重県
日本道路（株）　志摩混合所,136.81035,34.35645,24三重県
（株）リサイクル中部　北勢営業所,136.60341,35.06257,24三重県
大有建設（株）　名古屋西工場,136.8826,35.12003,23愛知県
（株）NIPPO　尾鷲合材所,136.19147,34.15527,24三重県
三重舗材（株）　本社工場,136.53313,34.85188,24三重県
松阪合材センター,136.55891,34.56595,24三重県
桑名アスコン,136.67073,35.05074,24三重県
松阪興産（株）　佐奈工場,136.52287,34.46569,24三重県
（株）三石組,136.11183,33.91286,24三重県
松阪興産（株）　伊勢合材センター,136.73534,34.52027,24三重県
（株）昭建　三重アスコン工場,136.51781,34.97649,24三重県
山一建設（株）　アスコン工場,136.75816,35.25415,23愛知県
（株）藤和アスコン,137.10602,35.06665,23愛知県
伊賀アスコン,136.08049,34.70101,24三重県
（有）出馬重機,136.87265,34.3162,24三重県
大林道路（株）　機械センター,139.63817,36.06745,11埼玉県
岐建（株）　敦賀アスファルト合材工場,136.09645,35.65121,18福井県
（株）ガイアート　福井合材工場,136.24785,36.12247,18福井県
（株）土本組,136.54456,35.9173,18福井県
日広開発（株）,136.20087,36.03465,18福井県
南越アスコン（株）,136.15372,35.87558,18福井県
（株）福井舗材,136.23889,36.10489,18福井県
共同企業体　嶺北アスコン,136.23889,36.10489,18福井県
（株）道端組,136.25212,36.03108,18福井県
嶺南舗装合材協同組合　嶺南アスコン,135.7937,35.5003,18福井県
丹南アスコン,136.19905,35.98194,18福井県
（株）桑原組　若狭アスコン,135.89931,35.47775,18福井県
岐建（株）　滋賀アスファルト合材工場,136.28752,35.28097,25滋賀県
倉田建設（株）　野洲川工場,136.2247,34.94811,25滋賀県
（株）桑原組　桑原アスコン,136.03316,35.33776,25滋賀県
（株）丹羽由砕石　大津事業所,135.87883,34.92822,25滋賀県
（株）丹羽由砕石　大津事業所,135.87883,34.92822,25滋賀県
（株）昭建　長浜アスコン工場,136.31473,35.38441,25滋賀県
共同企業体　滋賀アスコン,136.00307,35.06708,25滋賀県
（株）明豊建設,136.28015,35.28175,25滋賀県
（株）湖東アスコン,136.22871,35.11321,25滋賀県
（株）ステップ　アスコン事業所,136.17148,35.51497,25滋賀県
大成ロテック（株）　福知山合材工場,135.10059,35.33065,26京都府
（株）プレミックアス　福知山工場,135.12741,35.36703,26京都府
（株）NIPPO　京都合材工場,135.70518,34.91298,26京都府
前田道路（株）　淀合材工場,135.70627,34.9115,26京都府
明清建設工業（株）,135.71338,34.92132,26京都府
光アスコン（株）　アスコンセンター,135.74582,34.92128,26京都府
玉井建設（株）　宇治合材所,135.78596,34.91189,26京都府
共同企業体　門真アスコン,135.61455,34.7383,27大阪府
奥村組土木興業（株）　堺合材所,135.45441,34.57943,27大阪府
鹿島道路（株）　泉大津合材製造所,135.40869,34.48618,27大阪府
北川ヒューテック（株）　門真合材所,135.58771,34.72869,27大阪府
木下工業（株）　堺アスコン工場,135.53168,34.55534,27大阪府
協和道路（株）　なにわアスコン,135.58997,34.72554,27大阪府
（株）ガイアート　摂津合材工場,135.58134,34.78304,27大阪府
（株）ガイアート　和泉合材工場,135.49666,34.43063,27大阪府
（株）昭建　大阪アスコン工場,135.56541,34.7902,27大阪府
（株）エコセンター大阪　大阪中央合材工場,135.60304,34.76904,27大阪府
大阪アスコン,135.6286,34.81768,27大阪府
常盤工業（株）　堺工場,135.53688,34.47219,27大阪府
（株）エコセンター大阪　大阪合材工場,135.45386,34.87063,27大阪府
前田道路（株）　泉北合材工場,135.4138,34.51918,27大阪府
（株）エコセンター大阪　羽曳野合材工場,135.62149,34.55503,27大阪府
名神工業（株）,135.46379,34.75372,27大阪府
前田道路（株）　寝屋川合材工場,135.62602,34.74754,27大阪府
（株）北港ロード　北港アスファルト混合所,135.42215,34.66898,27大阪府
東京鋪装工業（株）　枚方アスコン,135.68497,34.80698,27大阪府
大成ロテック（株）　岸和田合材工場,135.3671,34.47681,27大阪府
淀川アスコン共同企業体,135.42982,34.69643,27大阪府
大林道路（株）　大正アスファルト混合所,135.47578,34.63535,27大阪府
星陽開発（株）　国分合材所,135.65866,34.56725,27大阪府
大林道路（株）　東条アスファルト混合所,135.02666,34.89428,28兵庫県
神戸かるもアスコン,135.15918,34.64949,28兵庫県
片岡建材建設（株）　小野合材所,134.95157,34.81839,28兵庫県
三協建設（株）　プラント部,134.71832,34.77548,28兵庫県
住徳建設（株）　アスファルトプラント,134.67841,34.78442,28兵庫県
せいしんアスコン,135.0002,34.74237,28兵庫県
伊丹アスコン　（東亜道路工業（株）　伊丹合材）,135.42253,34.79269,28兵庫県
中谷建材（株）　天川工場,134.76515,34.76504,28兵庫県
（株）阪神アスコン　宝塚工場,135.33873,34.83559,28兵庫県
（株）平野組　アスファルト合材所,134.64668,34.82519,28兵庫県
前田道路（株）　姫路合材工場,134.65082,34.79513,28兵庫県
前田道路（株）　神戸合材工場,135.08421,34.7039,28兵庫県
前田道路（株）　宝塚合材工場,135.33873,34.83559,28兵庫県
淡路アスファルト工業（株）,134.90874,34.4278,28兵庫県
苅田建設工業（株）　武庫川合材工場,135.37146,34.68259,28兵庫県
（株）川嶋建設　アスリック,134.82634,35.50527,28兵庫県
（株）森長組　津名アスファルトプラント,134.90874,34.4278,28兵庫県
山陰道路（株）　久谷合材所,134.59467,35.47337,28兵庫県
共同企業体　姫路アスコン,134.62329,34.82484,28兵庫県
（株）金下工務店　南瀝青工場,134.80957,35.27641,28兵庫県
鹿島道路（株）　神戸合材製造所,135.25674,34.70702,28兵庫県
（株）しらさぎアスコン,134.65121,34.78494,28兵庫県
（株）イガキ　西兵庫アスコン,134.54338,34.99208,28兵庫県
トウレキ合材工場,134.9772,34.87486,28兵庫県
（株）阪神アスコン　尼崎工場,135.40401,34.70907,28兵庫県
（株）NIPPO　神戸合材工場,135.06381,34.72979,28兵庫県
（株）新生興業　加西工場,134.83348,34.91182,28兵庫県
（株）ガイアート　奈良合材工場,135.77025,34.6144,29奈良県
日本道路（株）　奈良中央アスコン,135.75279,34.50968,29奈良県
村本道路（株）　橿原合材センター,135.76784,34.50824,29奈良県
奈良県アスコン協同組合,135.7708,34.60295,29奈良県
淺川道路（株）　日置川合材製造所,135.4344,33.57576,30和歌山県
南海物産（株）　アスファルトプラント,135.93243,33.73382,30和歌山県
Ｓ＆Ｓ共同企業体　大浦アスコン,135.15984,34.19585,30和歌山県
前田道路（株）　和歌山合材工場,135.13985,34.26996,30和歌山県
風吹鹿島共同アスコン,135.31863,34.30726,30和歌山県
昭和瀝青工業（株）　風吹プラント,135.31863,34.30726,30和歌山県
（株）中井組　田辺プラント,135.41486,33.74731,30和歌山県
（株）中井組　由良プラント,135.11572,33.96731,30和歌山県
鹿島道路（株）・南海砂利（株）　橋本合材製造所,135.57364,34.29752,30和歌山県
永瀬産業（株）　米子工場,133.2583,35.48355,31鳥取県
永瀬産業（株）　日野工場,133.41786,35.22136,31鳥取県
こおげ建設（株）　クリーンアスコン,134.25804,35.40258,31鳥取県
大成ロテック（株）　鳥取合材工場,134.19278,35.51826,31鳥取県
中部舗装（株）,133.81119,35.49002,31鳥取県
鳥取アスコン（株）,134.19937,35.49145,31鳥取県
米子舗材（株）,133.37297,35.41574,31鳥取県
倉吉アスコン（株）,133.82048,35.44754,31鳥取県
共同アスコン,134.20097,35.52089,31鳥取県
カネックス（株）,133.26012,35.48359,31鳥取県
島根宇部アスファルト合材（株）,133.13545,35.45112,32島根県
（株）西日本土地改良　浜田リサイクルプラント,132.11827,34.88252,32島根県
今井産業（株）　川本リサイクルプラント,132.47905,34.95821,32島根県
東亜道路工業（株）　島根合材工場,133.05093,35.15856,32島根県
中国道路（株）,131.89819,34.66679,32島根県
（株）ナカサン　アスコン工場,132.71559,35.34025,32島根県
日本道路（株）・パブリックロード（株）大田合材センター,132.50789,35.20812,32島根県
日本道路（株）・パブリックロード（株）浜田合材センター,132.13292,34.89455,32島根県
山陰アスコン（株）　大田工場,132.4527,35.19653,32島根県
（株）くにびきアスコン,132.89058,35.40165,32島根県
前田道路（株）　赤名合材工場,132.71661,35.01141,32島根県
前田道路（株）　出雲合材工場,132.81934,35.36346,32島根県
山建プラント（株）,132.64195,35.28773,32島根県
前田道路（株）　浜田合材工場　＊使用不可＊,131.97223,34.81213,32島根県
山陰アスコン（株）　益田工場,131.78889,34.64376,32島根県
（株）吉崎工務店,133.31303,36.22257,32島根県
（有）山下土木工事所,133.02936,36.09886,32島根県
共同企業体　島根アスコン,133.11548,35.4197,32島根県
飯古建設（有）,133.07614,36.09903,32島根県
（株）タキモト建設,133.26578,36.23574,32島根県
備前アスコン,134.19125,34.73256,33岡山県
岡山アスコン（株）　西岡山工場,133.84253,34.6143,33岡山県
岡山アスコン（株）　東岡山工場,134.0833,34.71828,33岡山県
（株）ガイアート　新見合材工場,133.52203,34.89471,33岡山県
総社アスコン,133.72714,34.67294,33岡山県
倉敷アスコン,133.78171,34.56047,33岡山県
大成ロテック（株）　津山合材工場,133.91351,35.03337,33岡山県
吉備アスコン　東亜道路工業（株）,133.80907,34.66688,33岡山県
（株）西山組　西山組合材所,134.08379,34.93314,33岡山県
日本道路（株）　岡山中央合材センター,133.89906,34.92448,33岡山県
日本道路（株）　岡山合材センター,133.87189,34.63523,33岡山県
岡山アスコン（株）　倉敷工場,133.75424,34.50956,33岡山県
井笠アスコン（株）,133.48079,34.50796,33岡山県
ニューロード（株）　久米工場,133.9458,35.03579,33岡山県
ニューロード（株）　高梁工場,133.58336,34.83816,33岡山県
前田道路（株）　倉敷合材工場,133.72469,34.55721,33岡山県
（株）まつもとコーポレーション　美作合材所,134.17126,35.00309,33岡山県
新見アスコン,133.48656,35.01633,33岡山県
（株）吉田組　岡山合材所,133.86621,34.64286,33岡山県
真庭アスコン,133.69077,35.10732,33岡山県
共同企業体　広島瀬野川アスコン,132.64059,34.46284,34広島県
大成ロテック（株）　広島合材工場,132.56262,34.55331,34広島県
日本道路（株）　尾道合材センター,133.22653,34.43686,34広島県
広島舗材（株）,132.39964,34.47632,34広島県
安芸アスコン（株）　瀬野川合材工場,132.64366,34.42661,34広島県
広島中央アスコン（株）　三次合材工場,132.82285,34.75475,34広島県
備後アスコン（株）　福山工場,133.44691,34.48587,34広島県
安芸アスコン（株）　安芸津合材工場,132.78458,34.28143,34広島県
広島中央アスコン（株）　上下合材工場　＊使用不可＊,133.14571,34.70383,34広島県
前田道路（株）　広島合材工場,132.36806,34.35144,34広島県
前田道路（株）　福山合材工場,133.22229,34.49936,34広島県
前田道路（株）　加茂合材工場,133.34273,34.5985,34広島県
前田道路（株）　東城合材工場,133.28432,34.8681,34広島県
前田道路（株）　東広島合材工場,132.8085,34.4007,34広島県
広島中央アスコン（株）　三原工場,133.15158,34.39365,34広島県
大林道路（株）　福山アスファルト混合所　＊使用不可＊,133.41876,34.434,34広島県
広島アスコン共同企業体,132.58461,34.33578,34広島県
共同企業体　千代田アスコン,132.57422,34.68058,34広島県
日本道路（株）　広島中央合材センター,132.38408,34.52207,34広島県
大林道路（株）　広島アスファルト混合所,132.36806,34.35144,34広島県
船木アスコン,131.216,34.07287,35山口県
下松アスコン,131.84688,34.01268,35山口県
下関工業（株）　豊田アスコン,131.07184,34.1917,35山口県
（株）サルビアアスコン,131.203,34.04314,35山口県
共同企業体　防府アスコン,131.49969,34.09489,35山口県
日東建設工業（株）,131.84688,34.01268,35山口県
日本道路（株）　山口合材センター,131.36984,34.08594,35山口県
（株）スキル　周南アスコン,131.94743,34.03321,35山口県
（株）山陽アスコン,130.9521,34.02068,35山口県
アスミック山口（株）,131.51634,34.14671,35山口県
日立建設（株）　宇部瀝青工場,131.2962,34.04434,35山口県
日立建設（株）　東山口アスコン,132.09346,34.00244,35山口県
共同企業体　岩国アスコン,132.1106,34.16404,35山口県
共同企業体　下関アスコン,131.01607,34.01906,35山口県
美祢アスコン,131.2917,34.20228,35山口県
徳山アスコン　洋林建設（株）大林道路（株）JV,131.81412,34.01049,35山口県
山口北部アスコン（株）,131.47711,34.44828,35山口県
共同企業体北岡アスコン　脇町工場,134.16884,34.09421,36徳島県
阿讃アスコン,134.35298,34.09532,36徳島県
（株）エース,134.57524,34.03751,36徳島県
（株）ガイアート　徳島合材工場　不動アスコン,134.50261,34.08662,36徳島県
共同企業体　四国アスコン,134.03911,34.07794,36徳島県
八木建設（株）　津乃峰混合所,134.64142,33.88943,36徳島県
阿波アスコン,134.25183,34.13972,36徳島県
大東興業（株）　大東アスコン合材混合所,134.59697,34.11787,36徳島県
大成ロテック（株）　池田アスコン,133.77376,34.03027,36徳島県
香川舗道（株）,134.25056,34.47483,37香川県
亀山建設（株）　合材工場,133.80266,34.30827,37香川県
（株）ガイアート　香川合材工場,133.77008,34.09709,37香川県
大協土木（株）　牟礼合材センター　＊使用不可＊,134.13045,34.32626,37香川県
香川アスコン共同企業体,133.92804,34.2944,37香川県
（株）瀬戸アスコン　高松工場,134.13045,34.32626,37香川県
前田道路（株）　香川合材工場,133.84787,34.32759,37香川県
大林道路（株）　香川アスファルト混合所,134.06441,34.20955,37香川県
（株）瀬戸アスコン　坂出工場,133.85783,34.33022,37香川県
宇和島道路舗装（株）　寄松アスファルト混合所,132.54965,33.20089,38愛媛県
愛媛舗道（株）　菅田事業所,132.57646,33.48288,38愛媛県
宇和アスコン　鹿島道路（株）　＊使用不可＊,132.50204,33.41661,38愛媛県
ひうちアスコン（株）　今治工場,132.92786,34.03329,38愛媛県
協和アスコン（株）,132.88013,33.77779,38愛媛県
協和道路（株）　南予営業所,132.53406,33.35144,38愛媛県
（株）愛亀　松山アスファルトプラント,132.7132,33.80608,38愛媛県
西いよアスコン　共同企業体,132.50716,33.47819,38愛媛県
（株）愛亀　一本松アスファルトプラント,132.60866,32.95285,38愛媛県
三星道路（株）　アスファルト合材工場,133.5258,33.97401,38愛媛県
愛媛アスコン,133.11191,33.88733,38愛媛県
今治アスコン共同企業体,132.90457,34.0649,38愛媛県
ひうちアスコン（株）　西条工場,133.21495,33.93922,38愛媛県
（株）西田興産　大洲アスコン工場,132.57672,33.53251,38愛媛県
東予アスコン共同企業体,133.12093,33.92557,38愛媛県
松山中央アスコン共同企業体,132.77434,33.98537,38愛媛県
（株）愛亀　美川アスファルトプラント,132.93723,33.60982,38愛媛県
高知りょうまアスコン,133.48032,33.51628,39高知県
（株）山豊　アスファルト合材工場,133.94269,33.46453,39高知県
中村アスコン　鹿島道路（株）　中村合材,132.90833,32.98269,39高知県
（有）シミズ産業　宿毛プラント,132.76585,32.94392,39高知県
（有）シミズ産業　東部アスファルト混合所,134.03856,33.44849,39高知県
（株）杉本中央混合所,133.59517,33.57187,39高知県
大旺新洋（株）　四万十合材センター,133.11601,33.21016,39高知県
大旺新洋（株）　清水事業所　＊使用不可＊,132.97054,32.79374,39高知県
大旺新洋（株）　宿毛プラント,132.72346,32.91336,39高知県
土佐アスコン共同企業体,133.36885,33.51559,39高知県
日本道路（株）　北川混合所,133.01968,33.383,39高知県
（株）南四国アスコン　高知工場,133.61955,33.54878,39高知県
（株）南四国アスコン　中村工場,132.86465,33.00929,39高知県
みたに産業（株）　中央荒倉プラント,133.46785,33.51585,39高知県
大旺新洋（株）　高知合材センター,133.50725,33.59029,39高知県
（株）古賀組　朝倉工場,130.70193,33.38201,40福岡県
興和道路（株）　福岡工場,130.47258,33.55869,40福岡県
興和道路（株）　飯塚工場,130.69478,33.67442,40福岡県
三共建設（株）　本社・合材工場,130.76517,33.8665,40福岡県
瀬口舗道（株）　山川プラント工場,130.50269,33.13829,40福岡県
玄海アスコン,130.45663,33.71724,40福岡県
筑豊舗道（株）　小竹工場,130.71758,33.71021,40福岡県
東亜道路工業（株）　福岡アスコン,130.60358,33.45464,40福岡県
日本道路（株）　福岡合材センター,130.60193,33.82135,40福岡県
（株）NIPPO　福岡合材工場,130.53833,33.55739,40福岡県
（株）新門司アスコン　北九州合材工場,130.98805,33.85837,40福岡県
（株）フェアロード　八女合材工場,130.52411,33.22658,40福岡県
福岡中央アスコン（株）　前原合材工場,130.19254,33.53082,40福岡県
世紀東急工業（株）　福岡混合所,130.50233,33.562,40福岡県
前田道路（株）　北九州合材工場,130.85768,33.89806,40福岡県
前田道路（株）　福岡東合材工場,130.40523,33.61458,40福岡県
前田道路（株）　福岡合材工場,130.48413,33.53839,40福岡県
前田道路（株）　八女合材工場,130.53197,33.25613,40福岡県
三井住建道路（株）　大牟田合材工場,130.43304,33.04774,40福岡県
日本道路（株）　西福岡合材センター,130.24249,33.59641,40福岡県
平成道路（有）,131.00253,33.74364,40福岡県
岡本土木（株）　小倉アスファルトセンター　＊使用不可＊,130.93436,33.84132,40福岡県
松山建設（株）　豊前合材工場,131.11017,33.61966,40福岡県
久留米アスコン（株）,130.59525,33.31983,40福岡県
（株）フェアロード　遠賀合材工場,130.68121,33.88433,40福岡県
鹿島道路（株）　篠栗リサイクルセンター,130.58643,33.61041,40福岡県
松尾建設（株）　神埼合材工場,130.37631,33.35402,41佐賀県
大成ロテック（株）　佐賀合材工場,130.11917,33.27152,41佐賀県
伊万里アスコン,129.85106,33.27108,41佐賀県
（株）中野建設　佐賀合材工場,130.26421,33.24298,41佐賀県
（株）中野建設　鹿島合材工場,130.10085,33.12173,41佐賀県
（株）トーアス　佐賀工場,130.09116,33.26072,41佐賀県
（株）トーアス　本社　唐津工場,129.92229,33.49273,41佐賀県
松尾建設（株）　多久合材工場,130.10703,33.27142,41佐賀県
大林道路（株）　北部アスファルト混合所,130.53896,33.4178,41佐賀県
鹿島道路（株）　長崎県央アスコン,130.0119,32.81706,42長崎県
（株）創栄建設　アスファルトプラント,129.72015,33.78143,42長崎県
合同建設（株）　プラント工場,128.72873,32.68362,42長崎県
小島建設（株）　共同合材工場,130.28079,32.86447,42長崎県
五島技研工業（株）,128.82944,32.68675,42長崎県
西部道路（株）　有福合材プラント,129.79123,33.12508,42長崎県
西部道路（株）　対馬合材プラント,129.44087,34.67287,42長崎県
（株）共栄　アスファルトプラント,129.71809,33.80697,42長崎県
（株）長崎日鋪　長崎合材工場,129.7592,32.83441,42長崎県
日本道路（株）　長崎合材センター,129.93219,32.9477,42長崎県
星野建設（株）　アスファルトプラント工場,129.29601,34.45816,42長崎県
前田道路（株）　長崎合材工場,130.04358,32.82742,42長崎県
（株）山口組　棚方プラント,129.65381,33.20273,42長崎県
吉川建設（株）　プラント工場,130.04195,32.82085,42長崎県
長星開発（株）　福田合材工場,129.81909,32.75315,42長崎県
天草アスファルト合材販売（株）,130.23511,32.44936,43熊本県
宇城共同アスコン（株）,130.69408,32.66375,43熊本県
大林道路（株）　熊本アスファルト混合所,130.77956,32.84484,43熊本県
鹿島道路（株）　熊本合材製作所,130.75864,32.73135,43熊本県
植木アスコン,130.70123,32.91045,43熊本県
（株）中山建設　プラント,130.6205,32.49456,43熊本県
世紀東急工業（株）　 山都合材工場,131.07147,32.67176,43熊本県
大成ロテック（株）　阿蘇合材工場,131.12283,33.11632,43熊本県
大成ロテック（株）　熊本合材工場,130.804,32.86297,43熊本県
東亜道路工業（株）熊本中央アスコン,130.82756,32.8354,43熊本県
（株）アセフト,130.12994,32.42768,43熊本県
火の国アスコン　（日本道路　熊本合材）,130.91513,32.87653,43熊本県
熊本舗材（株）　熊本城北共同プラント,130.69885,32.91772,43熊本県
（株）人吉ロード　人吉・球磨共同企業体プラント,130.79327,32.17982,43熊本県
（株）FKGコーポレーション,130.62105,32.54245,43熊本県
前田道路（株）　熊本合材工場,130.77748,32.82999,43熊本県
三井住建道路（株）　人吉レキセイ,130.79726,32.2191,43熊本県
三井住建道路（株）　松橋合材工場,130.69751,32.66385,43熊本県
八代アスファルト合材販売（株）,130.62927,32.48674,43熊本県
有明アスコン（株）,130.50861,32.94052,43熊本県
（株）水俣アスコン,130.39313,32.21816,43熊本県
別府工業（有）,131.49602,33.32058,44大分県
日田アスコン共同企業体,130.9079,33.35313,44大分県
豊海アスコン共同企業体,131.26035,33.56212,44大分県
朝日工業（株）,131.16359,33.26057,44大分県
（株）友岡組,131.45724,33.0346,44大分県
（株）NIPPO　大分合材工場,131.6424,33.15011,44大分県
豊中建設（株）　日田合材工場,130.95139,33.2863,44大分県
前田道路（株）　大分合材工場,131.6577,33.14119,44大分県
鹿島道路（株）　大分合材製造所,131.605,33.25785,44大分県
（株）NIPPO・（株）杵築建設　大分第二合材工場,131.5649,33.42225,44大分県
九州アスコン（株）,131.25899,33.54156,44大分県
大淀開発（株）　大淀アスコン,131.11113,31.68963,45宮崎県
鹿島道路（株）　都城北諸共同プラント,131.12718,31.81549,45宮崎県
（株）ガイアート　宮崎合材工場　宮崎合材共同企業体,131.3653,31.99449,45宮崎県
共同企業体　日向アスコン,131.63083,32.40424,45宮崎県
南宮崎共同アスコン,131.26073,31.52579,45宮崎県
宮崎アスコン　日本道路（株）　宮崎合材工場,131.30812,31.96526,45宮崎県
宮崎中央舗材（株）　宮崎合材工場,131.44038,32.01889,45宮崎県
（株）はまゆうロード　日向合材共同プラント,131.62642,32.40467,45宮崎県
共同企業体　ひむか合材センター,131.44392,32.08913,45宮崎県
吉原建設（株）,131.0976,31.74839,45宮崎県
前田道路（株）　宮崎合材工場,131.36388,31.85834,45宮崎県
日新三井住建綜合プラント,131.69528,32.59572,45宮崎県
（株）ガイアテック　阿久根工場,130.21689,32.06029,46鹿児島県
（株）ガイアテック　川内アスコン工場,130.26167,31.85394,46鹿児島県
（株）ガイアテック　大隅工場,131.07631,31.45999,46鹿児島県
さつま中央合材センター,130.35371,31.38904,46鹿児島県
鹿児島空港アスコン,130.67757,31.77697,46鹿児島県
旭信（株）　本社工場,130.86546,31.37111,46鹿児島県
末吉産業（株）,131.02908,31.63611,46鹿児島県
倉岡建設（株）　鹿屋合材センター,130.87611,31.351,46鹿児島県
日置建設産業（株）,130.38483,31.61735,46鹿児島県
南大島アスファルト合材センター,129.37274,28.23817,46鹿児島県
（株）森建設,130.85919,31.57515,46鹿児島県
（株）森山（清）組,130.60216,30.40518,46鹿児島県
鹿児島基盤材センター（株）　米盛アスコン,130.52293,31.51167,46鹿児島県
鹿児島アスファルト合材センター,130.50238,31.68803,46鹿児島県
鹿島道路（株）　出水合材センター,130.27792,32.10157,46鹿児島県
（株）サンコー　岩川工場,130.99052,31.56029,46鹿児島県
（株）サンコー　末吉工場　＊海外転売＊,130.9903,31.68967,46鹿児島県
大林道路（株）・坂本建設（株）ＪＶ,130.48814,31.62911,46鹿児島県
（株）ガイアテック　国分工場,130.77512,31.70705,46鹿児島県
南九州アスコン工場,130.54576,31.5402,46鹿児島県
（株）東郷建設　北薩合材工場,130.47107,31.94046,46鹿児島県
沖縄道路（株）,127.89861,26.62473,47沖縄県
國和建設（株）　工場,127.77541,26.23178,47沖縄県
美ら島アスコン　（大成ロテック（株））,127.81058,26.37935,47沖縄県
（株）沖舗,127.82073,26.36861,47沖縄県
琉球開発（株）,127.80344,26.36169,47沖縄県
（株）七和　西原工場,127.7817,26.23015,47沖縄県
大成ロテック（株）　久米島営業所,126.79906,26.32296,47沖縄県
山形中央アスコン（株）,140.36568,38.32185,06山形県
三井住建道路（株）　福島合材工場,140.51633,37.69498,07福島県
